question,correct_answer,model_a,model_b,swapped,first_model,first_answer,second_model,second_answer,first_length_words,second_length_words
"Indians used wampum for money, what was wampum",Beads or shells,allam,qwen,True,qwen,Shell beads,allam,"Wampum was a form of traditional currency used by Native American tribes, particularly the Algonquian-speaking peoples, consisting of bead strings.",2,20
"Indians used wampum for money, what was wampum",Beads or shells,llama,qwen,True,qwen,Shell beads,llama,Shell beads.,2,2
"In Jeff Wayne's 'Musical Version of Spartacus' released in 1992, which later Oscar-winning British actress sings the principal female role of Palene?",Catherine ζ-Jones,allam,llama,True,llama,Susan Boyle,allam,Kiki Dee,2,2
"In Jeff Wayne's 'Musical Version of Spartacus' released in 1992, which later Oscar-winning British actress sings the principal female role of Palene?",Catherine ζ-Jones,allam,qwen,False,allam,Kiki Dee,qwen,Kate Winslet,2,2
"In Jeff Wayne's 'Musical Version of Spartacus' released in 1992, which later Oscar-winning British actress sings the principal female role of Palene?",Catherine ζ-Jones,llama,qwen,False,llama,Susan Boyle,qwen,Kate Winslet,2,2
What celestial object was visited by the New Horizons spacecraft in 2015?,134340 Pluto.,allam,llama,True,llama,Pluto.,allam,Pluto,1,1
What celestial object was visited by the New Horizons spacecraft in 2015?,134340 Pluto.,allam,qwen,True,qwen,Pluto,allam,Pluto,1,1
What celestial object was visited by the New Horizons spacecraft in 2015?,134340 Pluto.,llama,qwen,False,llama,Pluto.,qwen,Pluto,1,1
"What 1945 film won best picture, actor, director Oscars?",The Lost Weekend,allam,llama,False,allam,Casablanca,llama,"""Going My Way""",1,3
"What 1945 film won best picture, actor, director Oscars?",The Lost Weekend,allam,qwen,False,allam,Casablanca,qwen,The Lost Weekend,1,3
"What 1945 film won best picture, actor, director Oscars?",The Lost Weekend,llama,qwen,False,llama,"""Going My Way""",qwen,The Lost Weekend,3,3
"With 47 attacks in the year 2010 alone, what body of water is known as Pirate Alley?",Gulf of Aden,allam,llama,False,allam,Caribbean Sea,llama,The Gulf of Aden.,2,4
"With 47 attacks in the year 2010 alone, what body of water is known as Pirate Alley?",Gulf of Aden,allam,qwen,False,allam,Caribbean Sea,qwen,Gulf of Guinea,2,3
"With 47 attacks in the year 2010 alone, what body of water is known as Pirate Alley?",Gulf of Aden,llama,qwen,False,llama,The Gulf of Aden.,qwen,Gulf of Guinea,4,3
What is the state capital of Alabama,Montgomerie,allam,llama,True,llama,Montgomery.,allam,Montgomery,1,1
What is the state capital of Alabama,Montgomerie,allam,qwen,True,qwen,Montgomery,allam,Montgomery,1,1
What is the state capital of Alabama,Montgomerie,llama,qwen,False,llama,Montgomery.,qwen,Montgomery,1,1
English sportswoman Charlotte Edwards is associated with which sport?,Cricket games,allam,llama,False,allam,Cricket,llama,Cricket.,1,1
English sportswoman Charlotte Edwards is associated with which sport?,Cricket games,allam,qwen,False,allam,Cricket,qwen,Cricket,1,1
English sportswoman Charlotte Edwards is associated with which sport?,Cricket games,llama,qwen,True,qwen,Cricket,llama,Cricket.,1,1
Which French racecourse hosts the 'Prix de l'Arc de Triomphe?,Longchamps,allam,llama,True,llama,Longchamp.,allam,Longchamp,1,1
Which French racecourse hosts the 'Prix de l'Arc de Triomphe?,Longchamps,allam,qwen,False,allam,Longchamp,qwen,Longchamp Racecourse,1,2
Which French racecourse hosts the 'Prix de l'Arc de Triomphe?,Longchamps,llama,qwen,True,qwen,Longchamp Racecourse,llama,Longchamp.,2,1
Which doctor - an eternal optimist – features in Voltaire’s Candide?,Dr Pangloss,allam,llama,False,allam,Dr. Bernardo,llama,Pangloss.,2,1
Which doctor - an eternal optimist – features in Voltaire’s Candide?,Dr Pangloss,allam,qwen,False,allam,Dr. Bernardo,qwen,Dr. Pangloss,2,2
Which doctor - an eternal optimist – features in Voltaire’s Candide?,Dr Pangloss,llama,qwen,False,llama,Pangloss.,qwen,Dr. Pangloss,1,2
Which journalist first told the world about the My Lai massacre?,Seymour Hersch,allam,llama,True,llama,Seymour Hersh.,allam,Seymour Hersh,2,2
Which journalist first told the world about the My Lai massacre?,Seymour Hersch,allam,qwen,False,allam,Seymour Hersh,qwen,Seymour Hersh,2,2
Which journalist first told the world about the My Lai massacre?,Seymour Hersch,llama,qwen,False,llama,Seymour Hersh.,qwen,Seymour Hersh,2,2
What are the last six words of Rudyard Kipling’s ‘If’?,"YOU’LL BE A MAN, MY SON",allam,llama,True,llama,If you can meet with Triumph and Disaster.,allam,"""If you can keep your head when all about you""",8,10
What are the last six words of Rudyard Kipling’s ‘If’?,"YOU’LL BE A MAN, MY SON",allam,qwen,True,qwen,and yours is the Earth and everything,allam,"""If you can keep your head when all about you""",7,10
What are the last six words of Rudyard Kipling’s ‘If’?,"YOU’LL BE A MAN, MY SON",llama,qwen,False,llama,If you can meet with Triumph and Disaster.,qwen,and yours is the Earth and everything,8,7
What was the name of the Liverpool nightclub where the Beatles regularly played?,Cavern club,allam,llama,True,llama,The Cavern Club.,allam,The Cavern Club,3,3
What was the name of the Liverpool nightclub where the Beatles regularly played?,Cavern club,allam,qwen,False,allam,The Cavern Club,qwen,The Cavern Club,3,3
What was the name of the Liverpool nightclub where the Beatles regularly played?,Cavern club,llama,qwen,False,llama,The Cavern Club.,qwen,The Cavern Club,3,3
What are the topmost 7 vertebrae of the backbone called?,Cervical,allam,llama,True,llama,Cervical vertebrae.,allam,Cervical vertebrae,2,2
What are the topmost 7 vertebrae of the backbone called?,Cervical,allam,qwen,False,allam,Cervical vertebrae,qwen,Cervical vertebrae,2,2
What are the topmost 7 vertebrae of the backbone called?,Cervical,llama,qwen,False,llama,Cervical vertebrae.,qwen,Cervical vertebrae,2,2
What is the name of the vessel in Paul Gallico's 1969 adventure novel that has been adapted as a film four times?,Earth Shaker,allam,llama,False,allam,The Poseidon Adventure,llama,The Snow Goose.,3,3
What is the name of the vessel in Paul Gallico's 1969 adventure novel that has been adapted as a film four times?,Earth Shaker,allam,qwen,True,qwen,The Onedin Line,allam,The Poseidon Adventure,3,3
What is the name of the vessel in Paul Gallico's 1969 adventure novel that has been adapted as a film four times?,Earth Shaker,llama,qwen,True,qwen,The Onedin Line,llama,The Snow Goose.,3,3
On which coast of South America would you find the country of Venezuela?,Northward,allam,llama,False,allam,Atlantic Ocean (North coast),llama,Caribbean coast.,4,2
On which coast of South America would you find the country of Venezuela?,Northward,allam,qwen,True,qwen,North coast,allam,Atlantic Ocean (North coast),2,4
On which coast of South America would you find the country of Venezuela?,Northward,llama,qwen,False,llama,Caribbean coast.,qwen,North coast,2,2
What is the more common name for the white crystalline salt called hydrated sodium pyroborate?,Na2b4o7,allam,llama,True,llama,Borax.,allam,Borax,1,1
What is the more common name for the white crystalline salt called hydrated sodium pyroborate?,Na2b4o7,allam,qwen,False,allam,Borax,qwen,Borax,1,1
What is the more common name for the white crystalline salt called hydrated sodium pyroborate?,Na2b4o7,llama,qwen,False,llama,Borax.,qwen,Borax,1,1
Which element takes its name from the Persian for 'gold coloured'?,Zirconium salts,allam,llama,False,allam,Gold,llama,Cadmium.,1,1
Which element takes its name from the Persian for 'gold coloured'?,Zirconium salts,allam,qwen,True,qwen,Aurum,allam,Gold,1,1
Which element takes its name from the Persian for 'gold coloured'?,Zirconium salts,llama,qwen,True,qwen,Aurum,llama,Cadmium.,1,1
A Varsovian is a native of which capital city,Warwaw,allam,llama,False,allam,Warsaw,llama,Warsaw.,1,1
A Varsovian is a native of which capital city,Warwaw,allam,qwen,False,allam,Warsaw,qwen,Warsaw,1,1
A Varsovian is a native of which capital city,Warwaw,llama,qwen,True,qwen,Warsaw,llama,Warsaw.,1,1
What name besides glove is given commonly to a baseball player's handwear?,Mitt,allam,llama,False,allam,Mitt,llama,Mitt.,1,1
What name besides glove is given commonly to a baseball player's handwear?,Mitt,allam,qwen,True,qwen,Mitt,allam,Mitt,1,1
What name besides glove is given commonly to a baseball player's handwear?,Mitt,llama,qwen,False,llama,Mitt.,qwen,Mitt,1,1
"What American animal is commonly called an antelope, but is not actually an antelope?",Pronghorns,allam,llama,False,allam,Pronghorn,llama,Pronghorn.,1,1
"What American animal is commonly called an antelope, but is not actually an antelope?",Pronghorns,allam,qwen,False,allam,Pronghorn,qwen,Pronghorn,1,1
"What American animal is commonly called an antelope, but is not actually an antelope?",Pronghorns,llama,qwen,False,llama,Pronghorn.,qwen,Pronghorn,1,1
Scrying commonly entails the use of a?,Crystal ball,allam,llama,True,llama,Crystal ball.,allam,"Mirror, crystal ball, or water.",2,5
Scrying commonly entails the use of a?,Crystal ball,allam,qwen,True,qwen,polished mirror,allam,"Mirror, crystal ball, or water.",2,5
Scrying commonly entails the use of a?,Crystal ball,llama,qwen,True,qwen,polished mirror,llama,Crystal ball.,2,2
What is the last name name of the doctor who first described a certain disease in An Essay on the Shaking Palsy written in 1817?,Dr. (James) Parkinson,allam,llama,True,llama,Parkinson.,allam,Sydenham,1,1
What is the last name name of the doctor who first described a certain disease in An Essay on the Shaking Palsy written in 1817?,Dr. (James) Parkinson,allam,qwen,True,qwen,James Parkinson,allam,Sydenham,2,1
What is the last name name of the doctor who first described a certain disease in An Essay on the Shaking Palsy written in 1817?,Dr. (James) Parkinson,llama,qwen,True,qwen,James Parkinson,llama,Parkinson.,2,1
"Two all beef patties, special sauce, lettuce, cheese, pickles, onions on a sesame seed bun describes what?",Big Mac Sauce,allam,llama,True,llama,A Big Mac.,allam,A classic hamburger.,3,3
"Two all beef patties, special sauce, lettuce, cheese, pickles, onions on a sesame seed bun describes what?",Big Mac Sauce,allam,qwen,False,allam,A classic hamburger.,qwen,A Big Mac,3,3
"Two all beef patties, special sauce, lettuce, cheese, pickles, onions on a sesame seed bun describes what?",Big Mac Sauce,llama,qwen,True,qwen,A Big Mac,llama,A Big Mac.,3,3
Who was the first person after Scott to reach the South Pole overland?,Sir Edmund Hillary,allam,llama,False,allam,Amundsen,llama,Roald Amundsen.,1,2
Who was the first person after Scott to reach the South Pole overland?,Sir Edmund Hillary,allam,qwen,True,qwen,Amundsen,allam,Amundsen,1,1
Who was the first person after Scott to reach the South Pole overland?,Sir Edmund Hillary,llama,qwen,False,llama,Roald Amundsen.,qwen,Amundsen,2,1
What type of aircraft was used by Alcock and Brown when they became the first men to fly the Atlantic non stop?,Vickers Vimy Commercial,allam,llama,False,allam,Airco DH.4,llama,Vickers Vimy biplane.,2,3
What type of aircraft was used by Alcock and Brown when they became the first men to fly the Atlantic non stop?,Vickers Vimy Commercial,allam,qwen,True,qwen,Vickers Vimy,allam,Airco DH.4,2,2
What type of aircraft was used by Alcock and Brown when they became the first men to fly the Atlantic non stop?,Vickers Vimy Commercial,llama,qwen,True,qwen,Vickers Vimy,llama,Vickers Vimy biplane.,2,3
Which is the first written single word number in which the letter ‘A’ appears?,Thousand,allam,llama,True,llama,One.,allam,"One: The first written single word number in which the letter 'A' appears is ""one.""",1,15
Which is the first written single word number in which the letter ‘A’ appears?,Thousand,allam,qwen,False,allam,"One: The first written single word number in which the letter 'A' appears is ""one.""",qwen,One hundred,15,2
Which is the first written single word number in which the letter ‘A’ appears?,Thousand,llama,qwen,True,qwen,One hundred,llama,One.,2,1
What was the name of Shari Lewis' sassy sock puppet?,Lamb Chop,allam,llama,False,allam,Lamb Chop,llama,Lamb Chop.,2,2
What was the name of Shari Lewis' sassy sock puppet?,Lamb Chop,allam,qwen,False,allam,Lamb Chop,qwen,Lamb Chop,2,2
What was the name of Shari Lewis' sassy sock puppet?,Lamb Chop,llama,qwen,False,llama,Lamb Chop.,qwen,Lamb Chop,2,2
What is the fastest animal on two legs?,Ostrich farms,allam,llama,True,llama,The ostrich.,allam,Human (top speed around 48 km/h or 30 mph),2,9
What is the fastest animal on two legs?,Ostrich farms,allam,qwen,False,allam,Human (top speed around 48 km/h or 30 mph),qwen,Ostrich,9,1
What is the fastest animal on two legs?,Ostrich farms,llama,qwen,True,qwen,Ostrich,llama,The ostrich.,1,2
Whose horse was Black Nell?,Wild Bill Hickok's,allam,llama,False,allam,"Native American woman, Sacagawea.",llama,John Paul Jones',4,3
Whose horse was Black Nell?,Wild Bill Hickok's,allam,qwen,True,qwen,John Henry,allam,"Native American woman, Sacagawea.",2,4
Whose horse was Black Nell?,Wild Bill Hickok's,llama,qwen,True,qwen,John Henry,llama,John Paul Jones',2,3
On what body of water did Jesus supposedly walk?,Sea of Genezareth,allam,llama,False,allam,Sea of Galilee,llama,The Sea of Galilee.,3,4
On what body of water did Jesus supposedly walk?,Sea of Genezareth,allam,qwen,False,allam,Sea of Galilee,qwen,Sea of Galilee,3,3
On what body of water did Jesus supposedly walk?,Sea of Genezareth,llama,qwen,True,qwen,Sea of Galilee,llama,The Sea of Galilee.,3,4
"What is the title of Tony Blair's autobiography/memoir published in 2010, which covered events from 1994 to his resignation as Prime Minister?",A Journey,allam,llama,False,allam,"""Journey""",llama,"""A Journey""",1,2
"What is the title of Tony Blair's autobiography/memoir published in 2010, which covered events from 1994 to his resignation as Prime Minister?",A Journey,allam,qwen,True,qwen,A Journey,allam,"""Journey""",2,1
"What is the title of Tony Blair's autobiography/memoir published in 2010, which covered events from 1994 to his resignation as Prime Minister?",A Journey,llama,qwen,False,llama,"""A Journey""",qwen,A Journey,2,2
What was Julian Schnabel's acclaimed 2008 film of the book written by a stroke victim's blinking eye?,The Diving-Bell and the Butterfly,allam,llama,True,llama,The Diving Bell and the Butterfly.,allam,Before the Flood,6,3
What was Julian Schnabel's acclaimed 2008 film of the book written by a stroke victim's blinking eye?,The Diving-Bell and the Butterfly,allam,qwen,True,qwen,The Diving Bell and the Butterfly,allam,Before the Flood,6,3
What was Julian Schnabel's acclaimed 2008 film of the book written by a stroke victim's blinking eye?,The Diving-Bell and the Butterfly,llama,qwen,True,qwen,The Diving Bell and the Butterfly,llama,The Diving Bell and the Butterfly.,6,6
Which king’s beloved son William was drowned in the tragedy of the White Ship?,Enrique I,allam,llama,False,allam,King Henry II,llama,William II of England's half-brother.,3,5
Which king’s beloved son William was drowned in the tragedy of the White Ship?,Enrique I,allam,qwen,False,allam,King Henry II,qwen,Henry I,3,2
Which king’s beloved son William was drowned in the tragedy of the White Ship?,Enrique I,llama,qwen,True,qwen,Henry I,llama,William II of England's half-brother.,2,5
"What was the 42nd state to join the Union on Nov 11, 1889?",Washington (Amtrak station),allam,llama,False,allam,Hawaii,llama,North Dakota.,1,2
"What was the 42nd state to join the Union on Nov 11, 1889?",Washington (Amtrak station),allam,qwen,False,allam,Hawaii,qwen,North Dakota,1,2
"What was the 42nd state to join the Union on Nov 11, 1889?",Washington (Amtrak station),llama,qwen,True,qwen,North Dakota,llama,North Dakota.,2,2
A Suffolk Punch is what kind of animal?,Horse,allam,llama,True,llama,Draft horse.,allam,Horse,2,1
A Suffolk Punch is what kind of animal?,Horse,allam,qwen,False,allam,Horse,qwen,A horse,1,2
A Suffolk Punch is what kind of animal?,Horse,llama,qwen,True,qwen,A horse,llama,Draft horse.,2,2
A rabbit punch is a blow to what part of the body?,Necke,allam,llama,True,llama,The base of the skull.,allam,Face,5,1
A rabbit punch is a blow to what part of the body?,Necke,allam,qwen,True,qwen,The back of the head or neck,allam,Face,7,1
A rabbit punch is a blow to what part of the body?,Necke,llama,qwen,False,llama,The base of the skull.,qwen,The back of the head or neck,5,7
"Which American wit said, 'This is not a novel to be tossed aside lightly. It should be thrown with great force'?",Constant Reader,allam,llama,False,allam,Mark Twain.,llama,Dorothy Parker.,2,2
"Which American wit said, 'This is not a novel to be tossed aside lightly. It should be thrown with great force'?",Constant Reader,allam,qwen,False,allam,Mark Twain.,qwen,James Thurber,2,2
"Which American wit said, 'This is not a novel to be tossed aside lightly. It should be thrown with great force'?",Constant Reader,llama,qwen,False,llama,Dorothy Parker.,qwen,James Thurber,2,2
What was the first Beatles film?,A hard day's night,allam,llama,False,allam,A Hard Day's Night,llama,A Hard Day's Night.,4,4
What was the first Beatles film?,A hard day's night,allam,qwen,True,qwen,A Hard Day's Night,allam,A Hard Day's Night,4,4
What was the first Beatles film?,A hard day's night,llama,qwen,True,qwen,A Hard Day's Night,llama,A Hard Day's Night.,4,4
Films. Which Dominic starred as Merry (Meriadoc) in ‘The Lord of the Rings’?,Monaghan Urban Council,allam,llama,False,allam,Dominic Monaghan,llama,Dominic Monaghan.,2,2
Films. Which Dominic starred as Merry (Meriadoc) in ‘The Lord of the Rings’?,Monaghan Urban Council,allam,qwen,False,allam,Dominic Monaghan,qwen,Dominic Monaghan,2,2
Films. Which Dominic starred as Merry (Meriadoc) in ‘The Lord of the Rings’?,Monaghan Urban Council,llama,qwen,True,qwen,Dominic Monaghan,llama,Dominic Monaghan.,2,2
Which celebrity first found fame as the Joan Collins Fan Club,Joan Collins Fanclub,allam,llama,False,allam,Dame Joan Collins,llama,I couldn't find any information on this.,3,7
Which celebrity first found fame as the Joan Collins Fan Club,Joan Collins Fanclub,allam,qwen,False,allam,Dame Joan Collins,qwen,Elton John,3,2
Which celebrity first found fame as the Joan Collins Fan Club,Joan Collins Fanclub,llama,qwen,False,llama,I couldn't find any information on this.,qwen,Elton John,7,2
Which Japanese island that has its capital at Sapporo is the traditional home of the Ainu people?,Hokkaidou prefecture,allam,llama,True,llama,Hokkaido.,allam,Hokkaido,1,1
Which Japanese island that has its capital at Sapporo is the traditional home of the Ainu people?,Hokkaidou prefecture,allam,qwen,False,allam,Hokkaido,qwen,Hokkaido,1,1
Which Japanese island that has its capital at Sapporo is the traditional home of the Ainu people?,Hokkaidou prefecture,llama,qwen,False,llama,Hokkaido.,qwen,Hokkaido,1,1
In which US city do the Baseball team known as the 'Royals' play their home games?,Kansas City Metro,allam,llama,True,llama,Kansas City.,allam,Kansas City,2,2
In which US city do the Baseball team known as the 'Royals' play their home games?,Kansas City Metro,allam,qwen,True,qwen,Kansas City,allam,Kansas City,2,2
In which US city do the Baseball team known as the 'Royals' play their home games?,Kansas City Metro,llama,qwen,False,llama,Kansas City.,qwen,Kansas City,2,2
"""What medical board game features body parts such as """"Charley Horse"""" and """"Spare Ribs""""?""",Operations,allam,llama,True,llama,Operation.,allam,"""Medic!""",1,1
"""What medical board game features body parts such as """"Charley Horse"""" and """"Spare Ribs""""?""",Operations,allam,qwen,False,allam,"""Medic!""",qwen,Operation,1,1
"""What medical board game features body parts such as """"Charley Horse"""" and """"Spare Ribs""""?""",Operations,llama,qwen,True,qwen,Operation,llama,Operation.,1,1
What term refers to a triangle with two equal sides?,Isosceles triangle,allam,llama,False,allam,Scalene triangle,llama,Isosceles.,2,1
What term refers to a triangle with two equal sides?,Isosceles triangle,allam,qwen,False,allam,Scalene triangle,qwen,Isosceles triangle,2,2
What term refers to a triangle with two equal sides?,Isosceles triangle,llama,qwen,True,qwen,Isosceles triangle,llama,Isosceles.,2,1
Who was the leader of France’s Vichy Government during World War II?,Henri Phillippe Pétain,allam,llama,True,llama,Marshall Philippe Pétain.,allam,Philippe Pétain,3,2
Who was the leader of France’s Vichy Government during World War II?,Henri Phillippe Pétain,allam,qwen,True,qwen,Philippe Pétain,allam,Philippe Pétain,2,2
Who was the leader of France’s Vichy Government during World War II?,Henri Phillippe Pétain,llama,qwen,True,qwen,Philippe Pétain,llama,Marshall Philippe Pétain.,2,3
If I Were A Rich Man Was a big hit from which stage show?,Fiddler on a Roof,allam,llama,True,llama,Fiddler on the Roof.,allam,Fiddler on the Roof,4,4
If I Were A Rich Man Was a big hit from which stage show?,Fiddler on a Roof,allam,qwen,False,allam,Fiddler on the Roof,qwen,Fiddler on the Roof,4,4
If I Were A Rich Man Was a big hit from which stage show?,Fiddler on a Roof,llama,qwen,True,qwen,Fiddler on the Roof,llama,Fiddler on the Roof.,4,4
"Luzon, Visayas and Mindanao form the three major island groups of which country?",Islas Filipinas,allam,llama,False,allam,Philippines,llama,The Philippines.,1,2
"Luzon, Visayas and Mindanao form the three major island groups of which country?",Islas Filipinas,allam,qwen,True,qwen,The Philippines,allam,Philippines,2,1
"Luzon, Visayas and Mindanao form the three major island groups of which country?",Islas Filipinas,llama,qwen,False,llama,The Philippines.,qwen,The Philippines,2,2
"First debuting in the cartoon Mickey's Review, what classic turtle neck wearing cartoon character had the original name of Dippy Dog?",Goofy holler,allam,llama,True,llama,"Dennis the Menace's companion, Ruff.",allam,Yogi Bear,5,2
"First debuting in the cartoon Mickey's Review, what classic turtle neck wearing cartoon character had the original name of Dippy Dog?",Goofy holler,allam,qwen,False,allam,Yogi Bear,qwen,Goofy,2,1
"First debuting in the cartoon Mickey's Review, what classic turtle neck wearing cartoon character had the original name of Dippy Dog?",Goofy holler,llama,qwen,False,llama,"Dennis the Menace's companion, Ruff.",qwen,Goofy,5,1
"What is prussic acid, found in bitter almonds and laurel leaves, also known as?",Formic anammonide,allam,llama,True,llama,Hydrogen cyanide.,allam,Hydrocyanic acid,2,2
"What is prussic acid, found in bitter almonds and laurel leaves, also known as?",Formic anammonide,allam,qwen,True,qwen,Hydrogen cyanide,allam,Hydrocyanic acid,2,2
"What is prussic acid, found in bitter almonds and laurel leaves, also known as?",Formic anammonide,llama,qwen,False,llama,Hydrogen cyanide.,qwen,Hydrogen cyanide,2,2
Which UK band had 2 top ten singles in the same week in 2001?,Manic Street Preachers,allam,llama,False,allam,Oasis,llama,Oasis.,1,1
Which UK band had 2 top ten singles in the same week in 2001?,Manic Street Preachers,allam,qwen,False,allam,Oasis,qwen,The Beatles,1,2
Which UK band had 2 top ten singles in the same week in 2001?,Manic Street Preachers,llama,qwen,False,llama,Oasis.,qwen,The Beatles,1,2
"The first US space station was launched on May 14, 1973. What was it called?",Skylab One,allam,llama,False,allam,Skylab.,llama,Skylab.,1,1
"The first US space station was launched on May 14, 1973. What was it called?",Skylab One,allam,qwen,True,qwen,Skylab,allam,Skylab.,1,1
"The first US space station was launched on May 14, 1973. What was it called?",Skylab One,llama,qwen,False,llama,Skylab.,qwen,Skylab,1,1
Which P is the correct technical term for the art of making and displaying fireworks?,Pyrotecnics,allam,llama,True,llama,Pyrotechnics.,allam,Pyrotechnics,1,1
Which P is the correct technical term for the art of making and displaying fireworks?,Pyrotecnics,allam,qwen,False,allam,Pyrotechnics,qwen,Pyrotechnics,1,1
Which P is the correct technical term for the art of making and displaying fireworks?,Pyrotecnics,llama,qwen,True,qwen,Pyrotechnics,llama,Pyrotechnics.,1,1
What is the more common name for atmospheric vapour frozen in a crystalline form,Snowflake structure,allam,llama,False,allam,Ice.,llama,Fog.,1,1
What is the more common name for atmospheric vapour frozen in a crystalline form,Snowflake structure,allam,qwen,False,allam,Ice.,qwen,Snow,1,1
What is the more common name for atmospheric vapour frozen in a crystalline form,Snowflake structure,llama,qwen,True,qwen,Snow,llama,Fog.,1,1
"In the 2005 Julian Barnes novel ‘Arthur and George’, who is Arthur?",A Conan Doyle,allam,llama,False,allam,"Arthur is the main character, Arthur Conan Doyle.",llama,Sir Arthur Conan Doyle.,8,4
"In the 2005 Julian Barnes novel ‘Arthur and George’, who is Arthur?",A Conan Doyle,allam,qwen,True,qwen,Arthur Conan Doyle,allam,"Arthur is the main character, Arthur Conan Doyle.",3,8
"In the 2005 Julian Barnes novel ‘Arthur and George’, who is Arthur?",A Conan Doyle,llama,qwen,False,llama,Sir Arthur Conan Doyle.,qwen,Arthur Conan Doyle,4,3
Which organization of the Catholic church whose name is Latin for 'Work of God' received world attention with the publication of The Da Vinci Code in which it is portrayed as participating in a sinister international conspiracy?,The Prelature of the Holy Cross and Opus Dei,allam,llama,False,allam,Opus Dei,llama,Opus Dei.,2,2
Which organization of the Catholic church whose name is Latin for 'Work of God' received world attention with the publication of The Da Vinci Code in which it is portrayed as participating in a sinister international conspiracy?,The Prelature of the Holy Cross and Opus Dei,allam,qwen,False,allam,Opus Dei,qwen,Opus Dei,2,2
Which organization of the Catholic church whose name is Latin for 'Work of God' received world attention with the publication of The Da Vinci Code in which it is portrayed as participating in a sinister international conspiracy?,The Prelature of the Holy Cross and Opus Dei,llama,qwen,False,llama,Opus Dei.,qwen,Opus Dei,2,2
Fado is a type of music from which country?,Portogało,allam,llama,False,allam,Portugal,llama,Portugal.,1,1
Fado is a type of music from which country?,Portogało,allam,qwen,False,allam,Portugal,qwen,Portugal,1,1
Fado is a type of music from which country?,Portogało,llama,qwen,False,llama,Portugal.,qwen,Portugal,1,1
What is the capital of Algeria,"Algiers, AL",allam,llama,False,allam,الجزائر العاصمة,llama,Algiers.,2,1
What is the capital of Algeria,"Algiers, AL",allam,qwen,True,qwen,Algiers,allam,الجزائر العاصمة,1,2
What is the capital of Algeria,"Algiers, AL",llama,qwen,False,llama,Algiers.,qwen,Algiers,1,1
"In weaving, what are the threads running parallel to the length of the cloth called?",Warping,allam,llama,True,llama,Warp.,allam,Warp threads,1,2
"In weaving, what are the threads running parallel to the length of the cloth called?",Warping,allam,qwen,False,allam,Warp threads,qwen,Warp threads,2,2
"In weaving, what are the threads running parallel to the length of the cloth called?",Warping,llama,qwen,True,qwen,Warp threads,llama,Warp.,2,1
"In the human body, what is the common name for the 'Talus bone'?",Ancle,allam,llama,False,allam,Ankle bone,llama,Ankle bone.,2,2
"In the human body, what is the common name for the 'Talus bone'?",Ancle,allam,qwen,False,allam,Ankle bone,qwen,Ankle bone,2,2
"In the human body, what is the common name for the 'Talus bone'?",Ancle,llama,qwen,False,llama,Ankle bone.,qwen,Ankle bone,2,2
Can you connect Darwin and his research on Galapagos Islands to the book To Kill a Mockingbird?,Fringillidae,allam,llama,True,llama,No direct connection.,allam,Similarities between prejudice and evolution.,3,5
Can you connect Darwin and his research on Galapagos Islands to the book To Kill a Mockingbird?,Fringillidae,allam,qwen,True,qwen,No direct connection,allam,Similarities between prejudice and evolution.,3,5
Can you connect Darwin and his research on Galapagos Islands to the book To Kill a Mockingbird?,Fringillidae,llama,qwen,True,qwen,No direct connection,llama,No direct connection.,3,3
"""Who said, To err is human but it feels divine?""""""",Mae West,allam,llama,False,allam,William Shakespeare,llama,Mae West.,2,2
"""Who said, To err is human but it feels divine?""""""",Mae West,allam,qwen,False,allam,William Shakespeare,qwen,No one,2,2
"""Who said, To err is human but it feels divine?""""""",Mae West,llama,qwen,False,llama,Mae West.,qwen,No one,2,2
An isohel is a line on a map connecting two points which have the same duration of what?,Solar Irradiation,allam,llama,False,allam,Solar exposure.,llama,solar time.,2,2
An isohel is a line on a map connecting two points which have the same duration of what?,Solar Irradiation,allam,qwen,False,allam,Solar exposure.,qwen,sunshine,2,1
An isohel is a line on a map connecting two points which have the same duration of what?,Solar Irradiation,llama,qwen,True,qwen,sunshine,llama,solar time.,1,2
What was placed in Earth’s orbit by Discovery in 1990?,Hubble Space telescope,allam,llama,True,llama,Hubble Space Telescope.,allam,The Space Shuttle Discovery launched the Tracking and Data Relay Satellite (TDRS) in 1990. This satellite has been orbiting Earth to provide communication and tracking support for space missions.,3,29
What was placed in Earth’s orbit by Discovery in 1990?,Hubble Space telescope,allam,qwen,True,qwen,The Hubble Space Telescope,allam,The Space Shuttle Discovery launched the Tracking and Data Relay Satellite (TDRS) in 1990. This satellite has been orbiting Earth to provide communication and tracking support for space missions.,4,29
What was placed in Earth’s orbit by Discovery in 1990?,Hubble Space telescope,llama,qwen,True,qwen,The Hubble Space Telescope,llama,Hubble Space Telescope.,4,3
"Vijay Singh, a US Masters champion, comes from where?",Fiji Islands,allam,llama,False,allam,Fiji,llama,Fiji.,1,1
"Vijay Singh, a US Masters champion, comes from where?",Fiji Islands,allam,qwen,False,allam,Fiji,qwen,Fiji,1,1
"Vijay Singh, a US Masters champion, comes from where?",Fiji Islands,llama,qwen,True,qwen,Fiji,llama,Fiji.,1,1
What are the only two types of mammal that can lay eggs?,Platamapus,allam,llama,False,allam,Monotremes.,llama,Monotremes.,1,1
What are the only two types of mammal that can lay eggs?,Platamapus,allam,qwen,False,allam,Monotremes.,qwen,Platypus and echidna,1,3
